title;artist;album;isrc;addedDate;addedBy;duration;url
"Blue Tuesday";Delphi;"Unleashed Tapes Vol. 1";DETB31646041;"2020-07-05 00:59";1218037846;385s;https://open.spotify.com/track/2tFz3AlZ1GUacsccZgo2Mt
Reeves;"Andhim, Super Flu";Reeves;DET751200029;"2020-07-05 00:59";1218037846;534s;https://open.spotify.com/track/27gn9CFe0AphGFGLR8sSym
"In A Dream - Original Mix";Rockell;"What Are You Lookin' At?";USRE59800049;"2020-07-05 01:00";1218037846;242s;https://open.spotify.com/track/4Xf27f2BIY6FmvifqxQ7RD
"Journal of Ardency";"Class Actress";"Journal of Ardency";US7S60900008;"2020-07-05 01:00";1218037846;225s;https://open.spotify.com/track/6sbOGldEofWsQlq1GjdHJK
"Some Acid";"Gerome Sportelli";"Acid Krax Vol. 3";BEF211400002;"2020-07-05 01:02";1218037846;395s;https://open.spotify.com/track/0F4Q4Gkpy1rm4qC9oYteTe
"Calling Out (feat. Dames Brown) - 12"" Mix";"Sophie Lloyd, Dames Brown";"Calling Out (feat. Dames Brown) [12"" Mix]";GBCPZ1712540;"2020-07-05 01:03";1218037846;478s;https://open.spotify.com/track/6nfYXTZfmJMM56AfTV4mF4
"Drop It";CamelPhat;"Monsters EP";GBJAJ1700983;"2020-07-05 01:04";1218037846;187s;https://open.spotify.com/track/2Tax5xK7RwwpnZOss6HmvD
Vie!;ZDS;"Hot Ticket, Vol. 3";GB6NC0800071;"2020-07-05 01:06";1218037846;350s;https://open.spotify.com/track/4zaoon91ISbBglXsZL63XM
"I Am Alive";"E. Myers";"I Am Alive / Dreamland";GBK5M1800001;"2020-07-05 01:06";1218037846;373s;https://open.spotify.com/track/1PJDERZhH8grqTTQK5JDNj
Nanã;"Polo & Pan";Caravelle;FRPDG1600040;"2020-07-05 01:07";1218037846;191s;https://open.spotify.com/track/0Psz3az3RIYfJpnsajBT8N
Fresh;"Kool & The Gang";"Emergency (Reissue)";USUMG0000175;"2020-07-05 01:07";1218037846;267s;https://open.spotify.com/track/1mMYaXpT65iZDtvfRA9EkE
"Erotic City";Prince;"The Hits / The B-Sides";USWB18400004;"2020-07-05 01:08";1218037846;235s;https://open.spotify.com/track/0OfWbtiZ3fHd64VmpCSj7g
"Think (About It) - Spen & Thommy’s House Party Mix";"Barbara Tucker, DJ Spen, Thommy Davis";"Think (About It)";UKF4C1600548;"2020-07-05 01:08";1218037846;504s;https://open.spotify.com/track/1x3fitHSJI4Zk6oRdRzqks
"Dished (Male Stripper)";"Purple Disco Machine";"Dished (Male Stripper)";AUDCB1701158;"2020-07-05 01:08";1218037846;253s;https://open.spotify.com/track/4DIspILFDWAlU7bViTMqhS
"Night & Day - Original Mix";"John Davis & The Monster Orchestra";"Night & Day";USNRS1432614;"2020-07-05 01:08";1218037846;308s;https://open.spotify.com/track/6Zo37jPR7DCOoCOtTaA15v
"Never Danced";"GG Edit's";"Midnight Riot, Vol. 9";GB7EJ1500691;"2020-07-05 01:08";1218037846;388s;https://open.spotify.com/track/6tlzpNj1gd9QH2ZbFzBgAI
Paradise;"Kaz James, Nick Morgan";Paradise;GBPQS1800133;"2020-07-05 01:08";1218037846;429s;https://open.spotify.com/track/5cJOyRToxH8fmAzsC8vwAa
"Let's Go Dancing (feat. Amy Douglas) - Dimitri From Paris 7"" Version";"Horse Meat Disco, Amy Douglas, Dimitri From Paris";"Let's Go Dancing (feat. Amy Douglas) [7"" Versions]";GBCPZ1814817;"2020-07-05 01:08";1218037846;204s;https://open.spotify.com/track/3xP4g4wokqBdvVtcRl0cwb
"Love in C Minor";Cerrone;"Cerrone I, II, III";FRF887600180;"2020-07-05 01:09";1218037846;975s;https://open.spotify.com/track/5K0lYzIuk8CLhtnr49dgiV
"I Wanna Be Your Lover";Prince;Prince;USWB19903516;"2020-07-05 01:09";1218037846;348s;https://open.spotify.com/track/4yrM5BVyJzy5Ed4GPO6e8j
"I Would Die 4 U";Prince;"Purple Rain";USWB10001878;"2020-07-05 01:09";1218037846;179s;https://open.spotify.com/track/6fBwVe6udYdnRqwqo06if8
"Right in the Socket";Shalamar;"Big Fun";CAU117902501;"2020-07-05 01:09";1218037846;401s;https://open.spotify.com/track/3cTZ1gQaFYJYPr50pCVrG6
"Sunglasses At Night";"Corey Hart";"The Singles";USEM38400043;"2020-07-05 01:10";1218037846;321s;https://open.spotify.com/track/1QbQL5m30YNvukitIqAnFG
Controller;"Channel Tres";Controller;QM38F1800007;"2020-07-05 01:10";1218037846;208s;https://open.spotify.com/track/34aM4AadnV3foQ1cadQYr9
"Rubies, Riches And Crowns";"Kim Brown";"If This Is House I Want My Money Back 3";DECY61400004;"2020-07-05 01:11";1218037846;436s;https://open.spotify.com/track/4gLd31OPb8QoLOQLPPkYOC
"We Don't Give A";Nao;"For All We Know";GBARL1600551;"2020-07-05 01:11";1218037846;201s;https://open.spotify.com/track/7xFyzXCq6GKv5hpbTGLY4S
"Skin Deep";Dusky;"Skin Deep";GBUM71503683;"2020-07-05 01:11";1218037846;384s;https://open.spotify.com/track/1swbHpmgYa7c8e9bTiYFf0
Sexual;NEIKED;Sexual;GBKPL1667537;"2020-07-05 01:12";1218037846;189s;https://open.spotify.com/track/24n5tZm9XnaoNAkcW5NC5B
"Heart to Break";"Kim Petras";"Heart to Break";GBWWP1703426;"2020-07-05 01:12";1218037846;226s;https://open.spotify.com/track/2Cu5ExXidcoE4vF5hIYict
"LITE SPOTS";KAYTRANADA;99.9%;GBBKS1600025;"2020-07-05 01:12";1218037846;231s;https://open.spotify.com/track/5NjNYbL0eI1khtqmRRMd5W
"Dance Machine - Original Mix";"Ben Sterling";"Dance Machine";UKJSW1900003;"2020-07-05 01:13";1218037846;345s;https://open.spotify.com/track/3dbZAN8xmv0WuQjRbrvD1O
"Sfire 7";SFire;"SFire 6/7";QMGMW1500084;"2020-07-05 01:13";1218037846;150s;https://open.spotify.com/track/63hz014fyEGlfFEVRwDbdt
Dopamin;"Robag Wruhme als Rolf Oksen";"Bart eins - EP";DEDU60700004;"2020-07-05 01:13";1218037846;300s;https://open.spotify.com/track/1JEQlx7USrp1Rg5mHggQSa
"Ce jeu";Yelle;"Pop Up";FRZ110701298;"2020-07-05 01:14";1218037846;223s;https://open.spotify.com/track/2KjJhGtseXQBI5Cg6ZZdc9
"The Path";Dosem;"Pure Intec 3 (Mixed by Carl Cox & Jon Rundell)";QM4TW1672680;"2020-07-05 01:15";1218037846;469s;https://open.spotify.com/track/2Mp52v1835bFXxsRZFkL35
Blinds;Aminé;"Good For You";USUG11700911;"2020-07-05 01:15";1218037846;87s;https://open.spotify.com/track/366DLDHAnvMnHP5ECYt4N7
"Super Flu <3 Isaac";"Super Flu";"Herberts Best 03";DET751200013;"2020-07-05 01:16";1218037846;507s;https://open.spotify.com/track/58IEi56ipBaZppE4UFAYQS
"London Headache";"Anabel Englund";"London Headache";GBCPZ1609977;"2020-07-05 01:16";1218037846;325s;https://open.spotify.com/track/4vXMKlYcfXzA2MmhYMLJVr
"Inspector Norse";"Todd Terje";"It's the Arps";NOSTS1219010;"2020-07-05 01:16";1218037846;401s;https://open.spotify.com/track/2pucDx5Wyz9uHCou4wntHa
"Gypsy Woman (She's Homeless) - Radio Edit";"Crystal Waters";"The Best Of Crystal Waters";USPR39102713;"2020-07-05 01:16";1218037846;227s;https://open.spotify.com/track/42WRH25mImQiHZiTCO3JmG
"Let You Go";"Boy Kiss Girl";"Armada Deep House Selection, Vol. 10 (The Finest Deep House Tunes)";NLF711507549;"2020-07-05 01:17";1218037846;163s;https://open.spotify.com/track/3QLquPNdrvnZeS5QVZMlHt
"Get Down";Bellaire;"Paris City Jazz";FRX201790237;"2020-07-05 01:18";1218037846;370s;https://open.spotify.com/track/54JJuXSiB5hAEaeERa9yEv
Rivolta;"Polo & Pan";"Dorothy - EP";FRPDG1300150;"2020-07-05 01:18";1218037846;312s;https://open.spotify.com/track/4htCObURda9CCsEwNh8DYt
"Bounce B*";Karizma;"Beats & Bobs Vol.1";GBV2K1400018;"2020-07-05 01:18";1218037846;426s;https://open.spotify.com/track/4CAhDx1gNMqX3eN8wmaWsV
Bermuda;"Harvey Sutherland";"Bermuda EP";DEZ651361000;"2020-07-05 01:18";1218037846;397s;https://open.spotify.com/track/7swKrYSJ4a4Pkahr94cQl2
"You Keep Me Hanging On";"Kim Wilde";"The Very Best Of Kim Wilde";GBAAN0300018;"2020-07-05 01:20";1218037846;255s;https://open.spotify.com/track/5EGLIjC0H4iy9emRN4M9W6
"You're Sunshine - Original Mix";WEISS;"You're Sunshine";GBJAJ1600595;"2020-07-05 01:20";1218037846;363s;https://open.spotify.com/track/69gwVBrKn2N78sXs54Vqp0
"Feel My Needs - Original Mix";WEISS;"Feel My Needs";GBJAJ1800496;"2020-07-05 01:20";1218037846;365s;https://open.spotify.com/track/6OtWYitKPq5RJdmbjuRFCf
Tropical;SL;Tropical;GBLFP1797885;"2020-07-05 01:21";1218037846;180s;https://open.spotify.com/track/3qIxnOusGoTpHvNVMLHscw
"Best Friend (feat. NERVO, The Knocks & ALISA UENO)";"Sofi Tukker, NERVO, The Knocks, ALISA UENO";"Best Friend (feat. NERVO, The Knocks & ALISA UENO)";QM37X1700011;"2020-07-05 01:23";1218037846;185s;https://open.spotify.com/track/1Cicn7ce1xoVlq8gthE2eX
Addiction;"Chad Tyson";"Give a Damn";DEZ651333213;"2020-07-05 01:24";1218037846;442s;https://open.spotify.com/track/0oHXdQGs9ydb2dx4eeTso1
"Dance Wiv Me - Radio Edit";"Dizzee Rascal, Calvin Harris, Chrome";"Tongue N' Cheek (Dirtee Deluxe Edition)";GBWHS0800003;"2020-07-05 01:24";1218037846;204s;https://open.spotify.com/track/6pTg4H8juKV9iSzrcVUbM3
"Heads Will Roll - A-Trak Remix";"Yeah Yeah Yeahs, A-Trak";"Heads Will Roll";USUM70906794;"2020-07-05 01:25";1218037846;384s;https://open.spotify.com/track/2idmlkd8oUaQvYEtINpLBX
"Reverse Skydiving (feat. Anabel Englund)";"Hot Natured, Anabel Englund";"Reverse Skydiving (feat. Anabel Englund)";GBAHT1300084;"2020-07-05 01:25";1218037846;330s;https://open.spotify.com/track/4xI3JHyhMVblf0vFY7sDLM
"Welcome to LA";"Oliver Tree";"Alien Boy EP";USAT21701407;"2020-07-05 01:27";1218037846;152s;https://open.spotify.com/track/62BKMNUacuQ6X67ID4Qcef
"Around the World / Harder, Better, Faster, Stronger";"Daft Punk";"Alive 2007";GBDUW0700005;"2020-07-05 01:28";1218037846;343s;https://open.spotify.com/track/5RByQFt9Mlo8hDYJ921tCv
"Die Die Die!!";"Axel Boman";"If This Is House I Want My Money Back 3";DECY61400006;"2020-07-05 01:29";1218037846;323s;https://open.spotify.com/track/4rQKkOMEoCUtPLtxTWG4ky
"Caribbean Queen (No More Love on the Run) - Extended Mix";"Billy Ocean";"Suddenly (Expanded Edition)";GBARL1100275;"2020-07-05 01:29";1218037846;494s;https://open.spotify.com/track/3pfJpM4ZrTAoFVi0uSnybS
"Roll with Me";"Charli XCX";"Number 1 Angel";GBAHS1700243;"2020-07-05 01:31";1218037846;202s;https://open.spotify.com/track/0D6VCA9ycrkk9kH9F0p0AB
"Bitch Niggaz";"Dr. Dre, Hittman, Six-Two, Snoop Dogg";2001;USIR19915082;"2020-07-05 01:31";1218037846;254s;https://open.spotify.com/track/5XkeTGKcCkGF8l6fA9YpsS
BabyWipe;"Ski Mask The Slump God";"You Will Regret (Reloaded)";USUM71704444;"2020-07-05 01:31";1218037846;169s;https://open.spotify.com/track/6eKWSrZfzd25TYYxkscWgg
"Tank Drop - Original Mix";"Purple Disco Machine";"Tank Drop EP";DECL81500228;"2020-07-05 01:32";1218037846;449s;https://open.spotify.com/track/0saHJmDI3bQkZhslcaqafl
"Foreign Language";"Flight Facilities, Jess";"Foreign Language";AUFF00500294;"2020-07-05 01:32";1218037846;244s;https://open.spotify.com/track/0UvrLjZWKKS6IlSxdmtAfL
Trajectoires;"Bon Voyage";"Sorciers des Aéroports EP";GBHCD1164002;"2020-07-05 01:33";1218037846;655s;https://open.spotify.com/track/2fDtGyTF0pdWS3ixHQUcN5
"Giorgio by Moroder";"Daft Punk";"Random Access Memories";USQX91300103;"2020-07-05 01:33";1218037846;545s;https://open.spotify.com/track/0oks4FnzhNp5QPTZtoet7c
"Far Nearer";"Jamie xx";"Far Nearer";GBBKS1100133;"2020-07-05 01:33";1218037846;411s;https://open.spotify.com/track/2TbQOKDTGrg3ppGkO3gltX
"The Ketchup Song (Asereje) - Spanish Version";"Las Ketchup";"Hijas Del Tomate";NLML61300009;"2020-07-05 01:34";1218037846;212s;https://open.spotify.com/track/49sMsFUxaaGDlaKZNBfVSd
"Hold Tight";"Jamie xx";"In Colour";UK7MC1500007;"2020-07-05 01:34";1218037846;243s;https://open.spotify.com/track/2AU0mrJS0U3RC62tvo4JvL
Passionfruit;Drake;"More Life";USCM51700072;"2020-07-05 01:34";1218037846;299s;https://open.spotify.com/track/5mCPDVBb16L4XQwDdbRUpz
"Special Affair";"The Internet";"Ego Death";USQX91500968;"2020-07-05 01:35";1218037846;176s;https://open.spotify.com/track/3NWTRZ0A8xKlBP1qgNftql
"Girl (feat. KAYTRANADA)";"The Internet, KAYTRANADA";"Ego Death";USQX91500966;"2020-07-05 01:35";1218037846;416s;https://open.spotify.com/track/3PFaFVWq5wucLu6s4baj9D
"Never Too Much";"Luther Vandross";"Never Too Much";USSM18100805;"2020-07-05 01:36";1218037846;230s;https://open.spotify.com/track/3nFJbZCHP4d9vduKjJLdBL
"P.Y.T. (Pretty Young Thing)";"Michael Jackson";"Thriller 25 Super Deluxe Edition";USSM19902993;"2020-07-05 01:36";1218037846;239s;https://open.spotify.com/track/5lA3pwMkBdd24StM90QrNR
"I Follow Rivers - The Magician Remix";"Lykke Li, The Magician";"I Follow Rivers (The Magician Remix)";SEVUM1100103;"2020-07-05 01:36";1218037846;280s;https://open.spotify.com/track/4Jv7lweGIUOFQ7Oq2AtAh9
"Working My Way Back to You";"The Spinners";"Oldies - Dance Party";USAT20100914;"2020-07-05 01:37";1218037846;243s;https://open.spotify.com/track/0vXbQVd8pN6jz6LnOotMp6
Redbone;"Childish Gambino";"""Awaken, My Love!""";USYAH1600107;"2020-07-05 01:38";1218037846;327s;https://open.spotify.com/track/3kxfsdsCpFgN412fpnW85Y
raingurl;Yaeji;raingurl;QM38F1700004;"2020-07-05 01:38";1218037846;237s;https://open.spotify.com/track/4gRAniZdYF2zVrDUsNC9tU
"Strangelove - Single Version";"Depeche Mode";"The Singles 86-98";GBAJH9800140;"2020-07-05 01:39";1218037846;227s;https://open.spotify.com/track/6MHOg9xiYC2gj8zcASaLUo
"Blue Monday";"New Order";"The Wedding Singer (Music From The Motion Picture)";USQW18300001;"2020-07-05 01:39";1218037846;377s;https://open.spotify.com/track/1HkXY1LjFkAQF01DctB796
"Solid Wall of Sound";"A Tribe Called Quest";"We got it from Here... Thank You 4 Your service";USSM11609282;"2020-07-05 01:40";1218037846;223s;https://open.spotify.com/track/5OzOQRssjhxaBj0xd78Z2w
"On Hold - Jamie xx Remix";"The xx";"On Hold (Jamie xx Remix)";UK7MC1700151;"2020-07-05 01:41";1218037846;372s;https://open.spotify.com/track/0iALOYqXaVoluUIsSyDAny
"Sky Lounge";"Project Pablo";"I Want To Believe";CAE5H1500299;"2020-07-05 01:41";1218037846;280s;https://open.spotify.com/track/1N7FGyCdyaIqzKidEKJTXq
"Street Life";"Purple Disco Machine";"Move Or Not EP";QMSNZ1312552;"2020-07-05 01:42";1218037846;404s;https://open.spotify.com/track/58IFNg4ttwvViDTuO11MDT
Bedroom;Litany;"4 Track EP";UKD3V1700006;"2020-07-05 01:42";1218037846;187s;https://open.spotify.com/track/3LH6EfPCeySeuymuK2gWAO
Situation;Yaz;"Upstairs At Eric's";GBAJH0100182;"2020-07-05 01:43";1218037846;347s;https://open.spotify.com/track/1QlogZxaAT35c3HqjJt1JH
"The Look Of Love - Pt. 1";ABC;"The Lexicon Of Love";GBF088200008;"2020-07-05 01:44";1218037846;209s;https://open.spotify.com/track/6HvUtPLqkP0t6zd6YNdWby
"Close to Me - 2006 Remaster";"The Cure";"The Head on the Door";USEE10608884;"2020-07-05 01:44";1218037846;203s;https://open.spotify.com/track/7ABE6G4uQxbNtYgVrpBBPA
"Enjoy the Silence - Single Mix";"Depeche Mode, Daniel Miller, Phil Legg";"Enjoy the Silence";GBAJH9800146;"2020-07-05 01:44";1218037846;257s;https://open.spotify.com/track/1YwNlWLf8auhazSQUDQLFU
"Fade to Grey";Visage;"Fade to Grey";GBHCD1428001;"2020-07-05 01:44";1218037846;233s;https://open.spotify.com/track/4rP8quuCZkIWSh7J28nBKz
"What A Feeling";"Irene Cara";"What A Feeling";USA560619873;"2020-07-05 01:44";1218037846;245s;https://open.spotify.com/track/0aAR5HogGoT68EWFbyRFqx
"P.Y.T. (Pretty Young Thing)";"Michael Jackson";Thriller;USSM19902993;"2020-07-05 01:45";1218037846;239s;https://open.spotify.com/track/1CgmY8fVN7kstVDZmsdM5k
"Candy Castle";"Glass Candy";B/E/A/T/B/O/X;USL840710027;"2020-07-05 01:45";1218037846;327s;https://open.spotify.com/track/0HDzKiHDrvXSdJNb7K4sy4
"The Rythm Is Magic";"Marie Claire D'Ubaldo";"Alma de Barro";FR6V80059350;"2020-07-05 01:45";1218037846;242s;https://open.spotify.com/track/3gTT4d0ivhxG7mJWueY9p1
"Return of the Mack";"Mark Morrison";"Return of the Mack";GBAHT0200668;"2020-07-05 01:46";1218037846;213s;https://open.spotify.com/track/3jDdpx9PMlfMBS5tOBHFm9
Downfall;Armando;Downfall;GBBLG8800078;"2020-07-09 14:28";1218037846;287s;https://open.spotify.com/track/7ePqi2suFQBlNSgxI3vULO
"Be My Love";"Marcus Miller";Suddenly;USWB10202367;"2020-07-09 14:28";1218037846;265s;https://open.spotify.com/track/1sG8f5VaWI7ujoiamcNBvr
"And the Beat Goes On - Radio Version";"The Whispers";"The Whispers: Greatest Hits";CAU117906118;"2020-07-09 14:30";1218037846;209s;https://open.spotify.com/track/45rdPFLA9sLRuRzEl51xCp
"Forget Me Nots";"Patrice Rushen";"Forget Me Nots";USEE10301027;"2020-07-09 14:31";1218037846;283s;https://open.spotify.com/track/5GVJJGd6eoDlxidivHKe6O
"Beam Me Up";"Midnight Magic";"Midnight Creepers";DECY61000029;"2020-07-09 14:33";1218037846;322s;https://open.spotify.com/track/2a7tI5hc1y5ZEZ018NgB1g
"Back Together";"Hardsoul, Ron Carroll";"Bloomingdale 2016";NLE800300034;"2020-07-09 14:33";1218037846;502s;https://open.spotify.com/track/670OIIJOq13fVjNQNXRTTm
Tension;"Oli Furness";"Dance Trax, Vol. 6";UK34N5300303;"2020-07-09 14:33";1218037846;293s;https://open.spotify.com/track/2cJA1qzW21gYqy1PcgKZuF
"You Can Win";Bileo;"You Can Win";GBRH31200028;"2020-07-09 16:54";1218037846;206s;https://open.spotify.com/track/7k6phfGndOSCfL4TZRtLft
Shake;"Borrowed Identity";"Sexo Bonito";DECY51412411;"2020-07-09 17:23";1218037846;456s;https://open.spotify.com/track/76PUN80GleAywbM2dPfm3x
"Groove On - The Sly Players Remix";"Umbo & Balatz";"Groove On";USA1M0921065;"2020-07-09 17:27";1218037846;273s;https://open.spotify.com/track/4FcvC4g7DApeXAS1TiQQ8Y
"Body Work";"Jensen Interceptor";"Body Work - EP";FR2Q41500001;"2020-07-14 01:30";1218037846;405s;https://open.spotify.com/track/5fSWWvruXaT71De3pImX35
Cars;"Gary Numan";"The Pleasure Principle";GBAZP9700067;"2020-07-22 02:50";1218037846;239s;https://open.spotify.com/track/6HZ67VImxqr8aMBEEhblzf
"Floppy - Marlon Hoffstadt's Energy Bells Mix";"Peak & Swift, Marlon Hoffstadt";"Floppy Drive EP";DECY51902812;"2020-07-20 19:36";1218037846;342s;https://open.spotify.com/track/05oMU1d1NpzI2JgOUZgbc9
"Up & Down";"Purple Disco Machine, Lorenz Rhode";"Emotion EP";AUDCB1701420;"2020-07-20 21:57";1218037846;411s;https://open.spotify.com/track/5fWpiAAxEWZGU1XtNCMDpG
"Tagine Machine";"Demi Riquísimo";"Tagine Machine";GBKQU1960162;"2020-07-22 16:46";1218037846;262s;https://open.spotify.com/track/4pQNjJDZ0zqYdSoqpxkzIR
"Lille Vals";Storken;"Lille Vals";DEVY91900127;"2020-07-22 16:47";1218037846;235s;https://open.spotify.com/track/6aBqWnfEdFIolhzPwp1XuQ
"Know You";Lauer;"Know You";DECY61900078;"2020-07-23 11:45";1218037846;224s;https://open.spotify.com/track/2TY85U8jDMquWwjz4WqyEm
"Alpha Bravo";"Cody Currie";"Alpha Bravo EP";DEY471815756;"2020-07-23 11:45";1218037846;491s;https://open.spotify.com/track/5RKWEhfFeV1Ly33ZFtIst0
"Street Rave - Edit";"Ewan McVicar";"Street Rave EP";GBJX32063008;"2020-07-23 11:46";1218037846;242s;https://open.spotify.com/track/3iThvzWqPdZdgLnKDJGRaf
"This is what I want";Betoko;"This is what I want";GBKQU2035556;"2020-07-23 11:48";1218037846;344s;https://open.spotify.com/track/6h5Nx3Ky3kC3ucxcKeoH42
"Listen to the Band - Club Mix";"Jex Opolis";"Net Loss";CAOJ22000014;"2020-07-23 11:48";1218037846;376s;https://open.spotify.com/track/3vg0LaCjeLUQEffpDhXqMX
"Wing House - Shan Remix";"Johannes Albert, Shan";"Gleis 2 - Lichtenberg Remixes";DECY52000036;"2020-07-23 11:49";1218037846;405s;https://open.spotify.com/track/1Wc83tGRNW59knQUV26bFp
"Rodeo Star (Instrumental)";"Pardon Moi";"Rodeo Star";DEKB71982933;"2020-07-23 11:49";1218037846;395s;https://open.spotify.com/track/58wcmWuNq5YZHVMNSFS0OB
"First Sight";WEISS;"First Sight";GBUM72001314;"2020-07-23 11:49";1218037846;153s;https://open.spotify.com/track/1T8DhSO31RKXplrFySKAAy
Ardore;"David Jackson, Tobias Bernstrup";"Ardore (feat. Tobias Bernstrup)";GBKQU2036710;"2020-07-23 11:49";1218037846;213s;https://open.spotify.com/track/3iqNIClWP8hUpjjOaOIsbA
"Evan Finds the Third Room";Khruangbin;"Con Todo El Mundo";GB5EM1701751;"2020-07-23 11:49";1218037846;241s;https://open.spotify.com/track/1MheNNJZYdcOTKwZyM8alC
"What They Say";"Maya Jane Coles";"What They Say EP";GBKPL1417035;"2020-07-23 11:50";1218037846;400s;https://open.spotify.com/track/7HlvFIJDmcQRRn45aRd46t
"Tell It to My Heart";"Taylor Dayne";"Tell It to My Heart (Expanded Edition)";USAR18700173;"2020-08-07 21:46";1218037846;221s;https://open.spotify.com/track/3YVPpVJvJG2EauXurPA90F
